symbol,年份,年度收益%
SZ.002507,2016,23.431734317343334
SZ.002507,2017,89.18028010894918
SZ.002507,2018,29.51832220935224
SZ.002507,2019,24.89160516605193
SZ.002507,2020,59.6638536492281
SZ.002507,2021,-9.762313874604367
SH.600258,2016,14.967923474894773
SH.600258,2017,41.69377066469395
SH.600258,2018,-28.877018347894445
SH.600258,2019,29.929854373423105
SH.600258,2020,3.354274331226259
SH.600258,2021,23.11854552603103
SH.603259,2018,140.70739549839203
SH.603259,2019,73.38642799893162
SH.603259,2020,105.33326019352648
SH.603259,2021,5.847757852029689
SH.600276,2016,14.485273350203332
SH.600276,2017,82.35555912476364
SH.600276,2018,-0.4520658750676865
SH.600276,2019,99.698206130337
SH.600276,2020,53.1902764461472
SH.600276,2021,-45.27583864215205
SZ.300760,2018,55.42905934253612
SZ.300760,2019,67.71040102545305
SZ.300760,2020,135.4737289768763
SZ.300760,2021,-10.12475511505233
SZ.002001,2016,-5.728031012972967
SZ.002001,2017,100.60414761055031
SZ.002001,2018,-31.62528840405876
SZ.002001,2019,60.42469784818645
SZ.002001,2020,47.46083296418446
SZ.002001,2021,12.841924975671848
SZ.000538,2016,24.012378207367526
SZ.000538,2017,34.8731898780404
SZ.000538,2018,-26.246335178616086
SZ.000538,2019,24.096693914738033
SZ.000538,2020,31.356248422736943
SZ.000538,2021,-5.005817034530235
SH.603127,2017,208.3287062742918
SH.603127,2018,20.43580046821529
SH.603127,2019,70.77783426537879
SH.603127,2020,150.41546831878736
SH.603127,2021,56.9570068329702
SZ.300573,2017,-27.182669789227297
SZ.300573,2018,-31.406787701411986
SZ.300573,2019,338.5566883423249
SZ.300573,2020,29.93915314217299
SZ.300573,2021,44.21500068446063
SZ.300529,2016,202.63665594855325
SZ.300529,2017,-31.782490437739096
SZ.300529,2018,31.209824827213172
SZ.300529,2019,74.64338536411633
SZ.300529,2020,80.77857206552758
SZ.300529,2021,-20.84450355677323
SH.601138,2018,-41.55320221886031
SH.601138,2019,59.3698878343399
SH.601138,2020,-24.060436457857925
SH.601138,2021,-11.025585783302837
SZ.300308,2016,75.12877115526129
SZ.300308,2017,145.8727811027475
SZ.300308,2018,-30.402315095228527
